0.0172	5	8
0.08768	5	7.5988
0.16768	5	7.19768
0.31816	5	6.3956
0.46864	5	5.59352
0.62792	5	4.79128
0.75288	5	3.9896
0.84416	5	3.18832
0.85784	5	2.38808
0.8036	5	1.58888
0.73968	5	1.18976
0.64056	5	0.79112
0.55624	5	0.59232
0.44784	5	0.39376
0.30272	5	0.19584
0.20536	5	0.09712
0	5	0
-0.10976	5	0.1016
-0.1252	5	0.20176
-0.1184	5	0.40168
-0.10288	5	0.60144
-0.08888	5	0.8012
-0.06896	5	1.20096
-0.05384	5	1.60072
-0.03472	5	2.40048
-0.02928	5	3.2004
-0.03816	5	4.00056
-0.04152	5	4.80056
-0.0376	5	5.60056
-0.03056	5	6.4004
-0.02824	5	7.2004
-0.02272	5	7.60032
-0.0172	5	8
