360	0.774	0
341.946	3.9456	0
323.8956	7.5456	0
287.802	14.3172	0
251.7084	21.0888	0
215.6076	28.2564	0
179.532	33.8796	0
143.4744	37.9872	0
107.4636	38.6028	0
71.4996	36.162	0
53.5392	33.2856	0
35.6004	28.8252	0
26.6544	25.0308	0
17.7192	20.1528	0
8.8128	13.6224	0
4.3704	9.2412	0
0	0	0
4.572	-4.9392	0
9.0792	-5.634	0
18.0756	-5.328	0
27.0648	-4.6296	0
36.054	-3.9996	0
54.0432	-3.1032	0
72.0324	-2.4228	0
108.0216	-1.5624	0
144.018	-1.3176	0
180.0252	-1.7172	0
216.0252	-1.8684	0
252.0252	-1.692	0
288.018	-1.3752	0
324.018	-1.2708	0
342.0144	-1.0224	0
360	-0.774	0
